Mean-d1,Mean-d2,Mean-d3,Mean-d4,Mean-d5,Mean-d6,Mean-d7,Mean-d8,Mean-A8,Std-d1,Std-d2,Std-d3,Std-d4,Std-d5,Std-d6,Std-d7,Std-d8,Std-A8,Rms-d1,Rms-d2,Rms-d3,Rms-d4,Rms-d5,Rms-d6,Rms-d7,Rms-d8,Rms-A8,Range-d1,Range-d2,Range-d3,Range-d4,Range-d5,Range-d6,Range-d7,Range-d8,Range-A8,Energy-d1,Energy-d2,Energy-d3,Energy-d4,Energy-d5,Energy-d6,Energy-d7,Energy-d8,Energy-A8,Kurtosis-d1,Kurtosis-d2,Kurtosis-d3,Kurtosis-d4,Kurtosis-d5,Kurtosis-d6,Kurtosis-d7,Kurtosis-d8,Kurtosis-A8,Skewness-d1,Skewness-d2,Skewness-d3,Skewness-d4,Skewness-d5,Skewness-d6,Skewness-d7,Skewness-d8,Skewness-A8,Entropy-d1,Entropy-d2,Entropy-d3,Entropy-d4,Entropy-d5,Entropy-d6,Entropy-d7,Entropy-d8,Entropy-A8,label
-3.33247690292774e-08,3.09285035570239e-05,0.000201174631991669,0.00109090067956981,0.00540087690158871,-0.00736983627128609,-0.0825111195143871,-0.23602270409084,-0.178677649211077,0.000678279126226192,0.0026573704231429,0.014682942528262,0.0791827907508107,0.418706563802132,1.99073140275367,6.3439955595713,3.99060587483514,2.24420457009899,0.000678109705504688,0.00265622412751751,0.0146696902747563,0.0790330551280604,0.417089824261352,1.97537247738962,6.2505498667766,3.88534726121248,2.18828171091182,0.0332999531005948,0.0442538031673878,0.17836068024459,0.553497719145597,1.7223468515191,5.68906624689102,18.1083682744958,12.0444691518917,9.58428419240009,0.00092058521094471,0.00706963766883738,0.108030306004154,1.57404839832451,22.0934180308004,253.636267587847,1328.35870366007,271.726620123803,271.726620123803,395.306545797764,29.4934627993363,16.4811057199821,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158781,2.19064233970767,1.56400810398019,0.555999998015332,0.117859018272488,0.00484233380835462,-0.0571371955186356,0.182579763278112,-1.78540666271252,0.0123968036291133,0.90230612909202,1.99147098885773,3.14417687931539,3.73027180627256,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.33934798915247e-08,3.0992273667453e-05,0.000201589425047326,0.00109314995932151,0.00541201273025178,-0.00738503180998978,-0.0826812455340043,-0.236509348841543,-0.179046056735224,0.000679677639888515,0.00266284953741741,0.0147132166365676,0.0793460542368948,0.419569876304817,1.99483600358409,6.35707596278691,3.99883392818532,2.24883179601672,0.000679507869845936,0.0026617008782959,0.0146999370588279,0.0791960098809018,0.417949803280448,1.9794454103327,6.26343759846067,3.89335828649333,2.19279363196524,0.0333686127977095,0.0443450481223721,0.178728434224476,0.554638951556207,1.72589808214079,5.70079628038976,18.1457051162988,12.0693031089059,9.60404560310607,0.000924385352255489,0.00709882086865218,0.108476251065818,1.58054601122609,22.184618833895,254.683268611666,1333.84211869357,272.848297446112,272.848297446112,395.306545797762,29.4934627993365,16.4811057199821,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158778,2.19064233970768,1.5640081039802,0.555999998015332,0.117859018272489,0.00484233380835465,-0.0571371955186355,0.182579763278112,-1.78540666271251,0.0123968036291133,0.90230612909202,1.99115448130784,3.14137257324405,3.73314210530091,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.34621907572124e-08,3.10560437778769e-05,0.000202004218102974,0.0010953992390732,0.00542314855891486,-0.00740022734869338,-0.0828513715536219,-0.236995993592245,-0.17941446425937,0.000681076153550837,0.00266832865169194,0.0147434907448733,0.079509317722979,0.420433188807501,1.99894060441451,6.37015636600252,4.00706198153549,2.25345902193445,0.000680906034187183,0.00266717762907429,0.0147301838428996,0.0793589646337432,0.418809782299543,1.98351834327577,6.27632533014475,3.90136931177418,2.19730555301867,0.0334372724948241,0.0444362930773564,0.179096188204362,0.555780183966816,1.72944931276248,5.71252631388851,18.1830419581019,12.0941370659201,9.62380701381205,0.000928193320839818,0.00712806417804439,0.108923114654901,1.5870570074704,22.2760074862234,255.732426177244,1339.33682809376,273.97228512336,273.97228512336,395.306545797764,29.4934627993363,16.4811057199821,4.45839169363685,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158782,2.19064233970767,1.5640081039802,0.555999998015332,0.117859018272488,0.0048423338083543,-0.0571371955186358,0.182579763278112,-1.78540666271251,0.0123968036291133,0.90230612909202,1.98903457762097,3.12094331977731,3.72125411314086,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.35309016200397e-08,3.1119813888305e-05,0.000202419011158627,0.00109764851882487,0.00543428438757791,-0.00741542288739716,-0.083021497573239,-0.237482638342948,-0.179782871783516,0.000682474667213158,0.00267380776596646,0.014773764853179,0.0796725812090631,0.421296501310186,2.00304520524493,6.38323676921813,4.01529003488567,2.25808624785218,0.000682304198528428,0.00267265437985267,0.0147604306269712,0.0795219193865845,0.419669761318639,1.98759127621884,6.28921306182882,3.90938033705503,2.2018174740721,0.0335059321919387,0.0445275380323408,0.179463942184247,0.556921416377426,1.73300054338417,5.72425634738725,18.220378799905,12.1189710229343,9.64356842451803,0.000932009116697701,0.00715736759701397,0.109370896771402,1.59358138705747,22.3675839877859,256.78374028458,1344.84283186066,275.098583155545,275.098583155545,395.306545797765,29.4934627993362,16.4811057199822,4.45839169363685,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158784,2.19064233970767,1.5640081039802,0.555999998015332,0.117859018272489,0.00484233380835423,-0.057137195518636,0.182579763278112,-1.78540666271251,0.0123968036291133,0.90230612909202,1.98641332828441,3.13013296154146,3.73700214463692,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.35996124840308e-08,3.11835839987316e-05,0.000202833804214287,0.00109989779857658,0.00544542021624103,-0.00743061842610083,-0.0831916235928566,-0.237969283093651,-0.180151279307663,0.00068387318087548,0.00267928688024098,0.0148040389614847,0.0798358446951472,0.422159813812871,2.00714980607535,6.39631717243374,4.02351808823585,2.26271347376991,0.000683702362869675,0.00267813113063106,0.0147906774110429,0.0796848741394259,0.420529740337734,1.99166420916191,6.3021007935129,3.91739136233588,2.20632939512552,0.0335745918890534,0.044618782987325,0.179831696164133,0.558062648788035,1.73655177400585,5.735986380886,18.2577156417081,12.1438049799485,9.66332983522401,0.00093583273982914,0.00718673112556089,0.109819597415322,1.60011914998727,22.4593483385823,257.837210933675,1350.36012999426,276.227191542667,276.227191542667,395.306545797767,29.4934627993365,16.4811057199822,4.45839169363685,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158783,2.19064233970768,1.5640081039802,0.555999998015332,0.117859018272489,0.0048423338083544,-0.0571371955186357,0.182579763278112,-1.78540666271251,0.0123968036291133,0.90230612909202,1.98362580858431,3.12267203357855,3.73027180627256,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.36683233479084e-08,3.12473541091616e-05,0.000203248597269939,0.00110214707832828,0.00545655604490402,-0.00744581396480454,-0.0833617496124737,-0.238455927844354,-0.18051968683181,0.000685271694537803,0.0026847659945155,0.0148343130697904,0.0799991081812314,0.423023126315556,2.01125440690577,6.40939757564935,4.03174614158602,2.26734069968763,0.000685100527210923,0.00268360788140944,0.0148209241951146,0.0798478288922672,0.42138971935683,1.99573714210498,6.31498852519697,3.92540238761673,2.21084131617895,0.033643251586168,0.0447100279423094,0.180199450144019,0.559203881198645,1.74010300462754,5.74771641438474,18.2950524835112,12.1686389369627,9.68309124592999,0.000939664190234138,0.0072161547636852,0.110269216586661,1.60667029625981,22.5513005386128,258.892838124528,1355.88872249456,277.358110284728,277.358110284728,395.306545797763,29.4934627993364,16.4811057199821,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158781,2.19064233970768,1.5640081039802,0.555999998015332,0.117859018272488,0.00484233380835453,-0.057137195518636,0.182579763278111,-1.78540666271251,0.0123968036291133,0.90230612909202,1.98073583991228,3.11174947013877,3.74294614071695,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.37370342130542e-08,3.13111242195872e-05,0.000203663390325591,0.00110439635807997,0.00546769187356711,-0.0074610095035082,-0.0835318756320911,-0.238942572595057,-0.180888094355956,0.000686670208200125,0.00269024510879002,0.0148645871780961,0.0801623716673155,0.423886438818241,2.01535900773619,6.42247797886496,4.0399741949362,2.27196792560536,0.000686498691552169,0.00268908463218783,0.0148511709791862,0.0800107836451086,0.422249698375926,1.99981007504805,6.32787625688105,3.93341341289758,2.21535323723238,0.0337119112832826,0.0448012728972936,0.180567204123905,0.560345113609254,1.74365423524923,5.75944644788349,18.3323893253143,12.193472893977,9.70285265663597,0.000943503467912686,0.00724563851138688,0.110719754285418,1.6132348258751,22.6434405878771,259.95062185714,1361.42860936156,278.491339381726,278.491339381726,395.306545797764,29.4934627993365,16.4811057199822,4.45839169363685,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158783,2.19064233970768,1.5640081039802,0.555999998015332,0.117859018272489,0.0048423338083546,-0.0571371955186356,0.182579763278112,-1.78540666271251,0.0123968036291133,0.90230612909202,1.98012312878738,3.07161403717432,3.72125411314086,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.38057450753062e-08,3.13748943300117e-05,0.000204078183381254,0.00110664563783166,0.00547882770223021,-0.00747620504221188,-0.0837020016517082,-0.239429217345759,-0.181256501880103,0.000688068721862447,0.00269572422306454,0.0148948612864018,0.0803256351533997,0.424749751320925,2.01946360856661,6.43555838208057,4.04820224828637,2.27659515152309,0.000687896855893416,0.00269456138296622,0.0148814177632579,0.08017373839795,0.423109677395021,2.00388300799112,6.34076398856512,3.94142443817843,2.2198651582858,0.0337805709803972,0.044892517852278,0.18093495810379,0.561486346019864,1.74720546587092,5.77117648138223,18.3697261671173,12.2183068509912,9.72261406734195,0.00094735057286479,0.00727518236866595,0.111171210511593,1.61981273883314,22.7357684863755,261.010562131511,1366.97979059527,279.626878833663,279.626878833663,395.306545797764,29.4934627993364,16.4811057199822,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158783,2.19064233970768,1.5640081039802,0.555999998015332,0.117859018272489,0.00484233380835413,-0.0571371955186358,0.182579763278112,-1.78540666271251,0.0123968036291133,0.90230612909202,1.97674022517789,3.07179837677001,3.73027180627256,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.38744559406489e-08,3.14386644404366e-05,0.000204492976436892,0.00110889491758335,0.00548996353089325,-0.00749140058091564,-0.0838721276713256,-0.239915862096462,-0.18162490940425,0.000689467235524769,0.00270120333733906,0.0149251353947075,0.0804888986394838,0.42561306382361,2.02356820939703,6.44863878529619,4.05643030163655,2.28122237744082,0.000689295020234662,0.0027000381337446,0.0149116645473295,0.0803366931507913,0.423969656414117,2.0079559409342,6.3536517202492,3.94943546345928,2.22437707933923,0.0338492306775119,0.0449837628072622,0.181302712083676,0.562627578430473,1.75075669649261,5.78290651488097,18.4070630089204,12.2431408080054,9.74237547804793,0.000951205505090448,0.00730478633552238,0.111623585265187,1.62640403513391,22.8282842341078,262.07265894764,1372.54226619567,280.764728640537,280.764728640537,395.306545797765,29.4934627993364,16.4811057199822,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158781,2.19064233970768,1.5640081039802,0.555999998015332,0.117859018272489,0.00484233380835416,-0.0571371955186359,0.182579763278112,-1.78540666271252,0.0123968036291133,0.90230612909202,1.97353848354614,3.06898537117981,3.74294614071695,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.39431668019198e-08,3.15024345508663e-05,0.000204907769492545,0.00111114419733504,0.00550109935955632,-0.00750659611961925,-0.0840422536909427,-0.240402506847165,-0.181993316928396,0.000690865749187091,0.00270668245161358,0.0149554095030132,0.080652162125568,0.426476376326295,2.02767281022745,6.4617191885118,4.06465835498672,2.28584960335855,0.00069069318457591,0.00270551488452299,0.0149419113314012,0.0804996479036327,0.424829635433212,2.01202887387727,6.36653945193328,3.95744648874013,2.22888900039265,0.0339178903746265,0.0450750077622466,0.181670466063562,0.563768810841083,1.7543079271143,5.79463654837972,18.4443998507235,12.2679747650196,9.76213688875391,0.000955068264589662,0.00733445041195618,0.112076878546199,1.63300871477743,22.9209878310741,263.136912305528,1378.11603616278,281.904888802348,281.904888802348,395.306545797764,29.4934627993365,16.4811057199821,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.25674043158783,2.19064233970769,1.5640081039802,0.555999998015331,0.117859018272488,0.00484233380835425,-0.0571371955186358,0.182579763278112,-1.78540666271252,0.0123968036291133,0.903522655648202,1.97015629250549,3.06266145037254,3.72125411314086,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
-3.40118776673256e-08,3.15662046612873e-05,0.000205322562548204,0.00111339347708671,0.00551223518821941,-0.00752179165832301,-0.0842123797105601,-0.240889151597868,-0.182361724452542,0.000692264262849413,0.0027121615658881,0.0149856836113189,0.0808154256116521,0.42733968882898,2.03177741105787,6.47479959172741,4.0728864083369,2.29047682927628,0.000692091348917156,0.00271099163530137,0.0149721581154729,0.0806626026564741,0.425689614452308,2.01610180682034,6.37942718361735,3.96545751402098,2.23340092144608,0.0339865500717411,0.0451662527172309,0.182038220043448,0.564910043251692,1.75785915773599,5.80636658187846,18.4817366925266,12.2928087220338,9.78189829945989,0.000958938851362429,0.00736417459796737,0.112531090354629,1.63962677776369,23.0138792772744,264.203322205175,1383.70110049658,283.047359319098,283.047359319098,395.306545797764,29.4934627993365,16.4811057199822,4.45839169363684,1.78452555528938,1.54476933017071,1.53937593135897,1.74906634524083,6.68329515211654,-5.2567404315878,2.19064233970768,1.5640081039802,0.555999998015332,0.117859018272488,0.00484233380835445,-0.0571371955186357,0.182579763278112,-1.78540666271251,0.0123968036291133,0.903522655648202,1.96625126321678,3.06839495607911,3.73027180627256,1.67526918713312,1.1613784794487,0.964078764808229,1.97493750120193,Fundamental
